class	GO_CC	lig_vol
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2151.19
Saccharolipid	cell outer membrane [GO:0009279]	2151.19
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	1917.79
Saccharolipid	cell outer membrane [GO:0009279]	1917.79
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	1953.92
Saccharolipid	cell outer membrane [GO:0009279]	1953.92
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2281.01
Saccharolipid	cell outer membrane [GO:0009279]	2281.01
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2246.4
Saccharolipid	cell outer membrane [GO:0009279]	2246.4
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2191.92
Saccharolipid	cell outer membrane [GO:0009279]	2191.92
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2017.77
Saccharolipid	cell outer membrane [GO:0009279]	2017.77
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2137.49
Saccharolipid	cell outer membrane [GO:0009279]	2137.49
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2084.86
Saccharolipid	cell outer membrane [GO:0009279]	2084.86
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2052.94
Saccharolipid	cell outer membrane [GO:0009279]	2052.94
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2203.86
Saccharolipid	cell outer membrane [GO:0009279]	2203.86
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2025.13
Saccharolipid	cell outer membrane [GO:0009279]	2025.13
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	1734.71
Saccharolipid	cell outer membrane [GO:0009279]	1734.71
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2046.88
Saccharolipid	cell outer membrane [GO:0009279]	2046.88
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2388.34
Saccharolipid	cell outer membrane [GO:0009279]	2388.34
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	1884.11
Saccharolipid	cell outer membrane [GO:0009279]	1884.11
Saccharolipid	cytoplasm [GO:0005737]	446.87
Saccharolipid	cytoplasm [GO:0005737]	419.7
Saccharolipid	membrane [GO:0016020]	396.65
Saccharolipid	Golgi membrane [GO:0000139]	396.65
Saccharolipid	membrane [GO:0016020]	449.8
Saccharolipid	Golgi membrane [GO:0000139]	449.8
Saccharolipid	plasma membrane [GO:0005886]	497.66
Saccharolipid	basement membrane [GO:0005604]	355.68
Saccharolipid	perinuclear region of cytoplasm [GO:0048471]	355.68
Saccharolipid	neuromuscular junction [GO:0031594]	355.68
Saccharolipid	plasma membrane [GO:0005886]	355.68
Saccharolipid	membrane [GO:0016020]	355.68
Saccharolipid	side of membrane [GO:0098552]	355.68
Saccharolipid	synapse [GO:0045202]	355.68
Saccharolipid	extracellular region [GO:0005576]	355.68
Saccharolipid	extracellular space [GO:0005615]	355.68
Saccharolipid	synaptic cleft [GO:0043083]	355.68
Saccharolipid	nucleus [GO:0005634]	355.68
Saccharolipid	cell surface [GO:0009986]	355.68
Saccharolipid	Golgi apparatus [GO:0005794]	355.68
Saccharolipid	basement membrane [GO:0005604]	426.81
Saccharolipid	perinuclear region of cytoplasm [GO:0048471]	426.81
Saccharolipid	neuromuscular junction [GO:0031594]	426.81
Saccharolipid	plasma membrane [GO:0005886]	426.81
Saccharolipid	membrane [GO:0016020]	426.81
Saccharolipid	side of membrane [GO:0098552]	426.81
Saccharolipid	synapse [GO:0045202]	426.81
Saccharolipid	extracellular region [GO:0005576]	426.81
Saccharolipid	extracellular space [GO:0005615]	426.81
Saccharolipid	synaptic cleft [GO:0043083]	426.81
Saccharolipid	nucleus [GO:0005634]	426.81
Saccharolipid	cell surface [GO:0009986]	426.81
Saccharolipid	Golgi apparatus [GO:0005794]	426.81
Saccharolipid	membrane [GO:0016020]	460.6
Saccharolipid	Golgi apparatus [GO:0005794]	460.6
Saccharolipid	membrane [GO:0016020]	483.66
Saccharolipid	Golgi apparatus [GO:0005794]	483.66
Saccharolipid	membrane [GO:0016020]	414.95
Saccharolipid	plasma membrane [GO:0005886]	416.35
Saccharolipid	plasma membrane [GO:0005886]	402.13
Saccharolipid	cytoplasm [GO:0005737]	377.54
Saccharolipid	cytoplasm [GO:0005737]	323.65
Saccharolipid	cytoplasm [GO:0005737]	412.26
Saccharolipid	cytoplasm [GO:0005737]	447.3
Saccharolipid	membrane [GO:0016020]	454.94
Saccharolipid	membrane [GO:0016020]	384.78
Saccharolipid	cytosol [GO:0005829]	356.89
Saccharolipid	cytosol [GO:0005829]	410.2
Saccharolipid	mitochondrial membrane [GO:0031966]	349.95
Saccharolipid	cytosol [GO:0005829]	349.95
Saccharolipid	glutamatergic synapse [GO:0098978]	349.95
Saccharolipid	histone acetyltransferase complex [GO:0000123]	349.95
Saccharolipid	plasma membrane [GO:0005886]	349.95
Saccharolipid	nucleoplasm [GO:0005654]	349.95
Saccharolipid	NSL complex [GO:0044545]	349.95
Saccharolipid	protein-containing complex [GO:0032991]	349.95
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	349.95
Saccharolipid	cell projection [GO:0042995]	349.95
Saccharolipid	nucleus [GO:0005634]	349.95
Saccharolipid	mitochondrial membrane [GO:0031966]	406.63
Saccharolipid	cytosol [GO:0005829]	406.63
Saccharolipid	glutamatergic synapse [GO:0098978]	406.63
Saccharolipid	histone acetyltransferase complex [GO:0000123]	406.63
