class	GO_CC	lig_vol
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	393.31
Sterol	respiratory chain complex IV [GO:0045277]	393.31
Sterol	membrane [GO:0016020]	331.82
Sterol	Golgi cisterna membrane [GO:0032580]	331.82
Sterol	plasma membrane [GO:0005886]	331.82
Sterol	presynaptic membrane [GO:0042734]	331.82
Sterol	gamma-secretase complex [GO:0070765]	331.82
Sterol	endoplasmic reticulum membrane [GO:0005789]	331.82
Sterol	early endosome [GO:0005769]	331.82
Sterol	Golgi apparatus [GO:0005794]	331.82
Sterol	Golgi membrane [GO:0000139]	331.82
Sterol	endosome membrane [GO:0010008]	331.82
Sterol	synaptic vesicle [GO:0008021]	331.82
Sterol	endoplasmic reticulum [GO:0005783]	331.82
Sterol	postsynaptic membrane [GO:0045211]	330.93
Sterol	acetylcholine-gated channel complex [GO:0005892]	330.93
Sterol	mitochondrial inner membrane [GO:0005743]	329.34
Sterol	respiratory chain complex IV [GO:0045277]	329.34
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	261.5
Sterol	respiratory chain complex IV [GO:0045277]	261.5
Sterol	plasma membrane [GO:0005886]	261.18
Sterol	membrane [GO:0016020]	261.18
Sterol	lysosome [GO:0005764]	261.18
Sterol	plasma membrane [GO:0005886]	369.75
Sterol	membrane [GO:0016020]	369.75
Sterol	lysosome [GO:0005764]	369.75
Sterol	respiratory chain complex IV [GO:0045277]	374.43
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	374.43
Sterol	dendrite [GO:0030425]	404.74
Sterol	dendritic shaft [GO:0043198]	404.74
Sterol	glutamatergic synapse [GO:0098978]	404.74
Sterol	postsynaptic membrane [GO:0045211]	404.74
Sterol	synapse [GO:0045202]	404.74
Sterol	AMPA glutamate receptor complex [GO:0032281]	404.74
Sterol	varicosity [GO:0043196]	473.1
Sterol	ruffle [GO:0001726]	473.1
Sterol	plasma membrane [GO:0005886]	473.1
Sterol	synaptic vesicle membrane [GO:0030672]	473.1
Sterol	neuronal cell body [GO:0043025]	473.1
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	389.07
Sterol	respiratory chain complex IV [GO:0045277]	389.07
Sterol	plasma membrane [GO:0005886]	327.99
Sterol	membrane [GO:0016020]	327.99
Sterol	dendrite [GO:0030425]	378.3
Sterol	dendritic shaft [GO:0043198]	378.3
Sterol	glutamatergic synapse [GO:0098978]	378.3
Sterol	postsynaptic membrane [GO:0045211]	378.3
Sterol	synapse [GO:0045202]	378.3
Sterol	AMPA glutamate receptor complex [GO:0032281]	378.3
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	279.59
Sterol	respiratory chain complex IV [GO:0045277]	279.59
Sterol	mitochondrion [GO:0005739]	279.59
Sterol	mitochondrial respirasome [GO:0005746]	279.59
Sterol	apical plasma membrane [GO:0016324]	326.53
Sterol	extracellular exosome [GO:0070062]	326.53
Sterol	brush border membrane [GO:0031526]	326.53
Sterol	gamma-delta T cell receptor complex [GO:0042106]	278.88
Sterol	Fc-gamma receptor III complex [GO:0033001]	278.88
Sterol	Golgi apparatus [GO:0005794]	278.88
Sterol	T cell receptor complex [GO:0042101]	278.88
Sterol	alpha-beta T cell receptor complex [GO:0042105]	278.88
Sterol	plasma membrane [GO:0005886]	278.88
Sterol	cytoplasm [GO:0005737]	278.88
Sterol	neuron projection [GO:0043005]	304.71
Sterol	membrane [GO:0016020]	304.71
Sterol	endosome [GO:0005768]	304.71
Sterol	plasma membrane [GO:0005886]	304.71
Sterol	voltage-gated potassium channel complex [GO:0008076]	325.15
Sterol	apical plasma membrane [GO:0016324]	325.15
Sterol	postsynaptic membrane [GO:0045211]	325.15
Sterol	membrane [GO:0016020]	325.15
Sterol	caveola [GO:0005901]	325.15
Sterol	plasma membrane [GO:0005886]	325.15
Sterol	lysosomal lumen [GO:0043202]	295.99
Sterol	cytosol [GO:0005829]	295.99
Sterol	extracellular exosome [GO:0070062]	295.99
Sterol	blood microparticle [GO:0072562]	295.99
Sterol	extracellular region [GO:0005576]	295.99
Sterol	extracellular space [GO:0005615]	295.99
Sterol	cytoplasm [GO:0005737]	295.99
Sterol	apical plasma membrane [GO:0016324]	400.08
Sterol	extracellular exosome [GO:0070062]	400.08
Sterol	brush border membrane [GO:0031526]	400.08
Sterol	mitochondrial matrix [GO:0005759]	346.15
Sterol	mitochondrion [GO:0005739]	346.15
Sterol	mitochondrial inner membrane [GO:0005743]	346.15
Sterol	fungal-type vacuole [GO:0000324]	244.19
Sterol	fungal-type vacuole lumen [GO:0000328]	244.19
Sterol	organelle membrane [GO:0031090]	286.17
Sterol	basolateral plasma membrane [GO:0016323]	286.17
Sterol	apical plasma membrane [GO:0016324]	286.17
Sterol	T-tubule [GO:0030315]	286.17
Sterol	sperm flagellum [GO:0036126]	286.17
Sterol	lateral plasma membrane [GO:0016328]	286.17
Sterol	intercalated disc [GO:0014704]	286.17
Sterol	sodium:potassium-exchanging ATPase complex [GO:0005890]	286.17
Sterol	respiratory chain complex IV [GO:0045277]	291.89
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	291.89
Sterol	membrane [GO:0016020]	766.51
Sterol	cell surface [GO:0009986]	362.64
Sterol	apical plasma membrane [GO:0016324]	362.64
Sterol	external side of apical plasma membrane [GO:0098591]	362.64
Sterol	extracellular exosome [GO:0070062]	362.64
Sterol	plasma membrane [GO:0005886]	362.64
Sterol	membrane [GO:0016020]	362.64
Sterol	cytoplasm [GO:0005737]	362.64
Sterol	cytosol [GO:0005829]	403.9
Sterol	nucleoplasm [GO:0005654]	403.9
Sterol	receptor complex [GO:0043235]	403.9
Sterol	RNA polymerase II transcription regulator complex [GO:0090575]	403.9
Sterol	chromatin [GO:0000785]	403.9
Sterol	nucleus [GO:0005634]	403.9
Sterol	apical plasma membrane [GO:0016324]	331.66
Sterol	extracellular exosome [GO:0070062]	331.66
Sterol	brush border membrane [GO:0031526]	331.66
Sterol	Golgi apparatus [GO:0005794]	289.4
Sterol	endosome membrane [GO:0010008]	289.4
Sterol	lysosome [GO:0005764]	289.4
Sterol	endosome [GO:0005768]	289.4
Sterol	apical plasma membrane [GO:0016324]	289.4
Sterol	early endosome [GO:0005769]	289.4
Sterol	neuronal dense core vesicle [GO:0098992]	289.4
Sterol	plasma membrane [GO:0005886]	289.4
Sterol	membrane [GO:0016020]	289.4
Sterol	receptor complex [GO:0043235]	289.4
Sterol	nucleus [GO:0005634]	289.4
Sterol	clathrin-coated endocytic vesicle membrane [GO:0030669]	289.4
Sterol	host cell cytoplasm [GO:0030430]	289.4
Sterol	protein-containing complex [GO:0032991]	273.05
Sterol	cytosol [GO:0005829]	273.05
Sterol	nucleoplasm [GO:0005654]	273.05
Sterol	membrane [GO:0016020]	273.05
Sterol	synapse [GO:0045202]	273.05
Sterol	nuclear speck [GO:0016607]	273.05
Sterol	spindle [GO:0005819]	273.05
Sterol	chromatin [GO:0000785]	273.05
Sterol	mitochondrial matrix [GO:0005759]	273.05
Sterol	nucleus [GO:0005634]	273.05
Sterol	cytoplasm [GO:0005737]	273.05
Sterol	microtubule organizing center [GO:0005815]	273.05
Sterol	respiratory chain complex IV [GO:0045277]	269.4
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	269.4
Sterol	membrane [GO:0016020]	341.76
Sterol	plasma membrane [GO:0005886]	321.42
Sterol	lysosome [GO:0005764]	321.42
Sterol	mitochondrion [GO:0005739]	346.65
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	346.65
Sterol	mitochondrial respirasome [GO:0005746]	346.65
Sterol	respiratory chain complex IV [GO:0045277]	346.65
Sterol	plasma membrane [GO:0005886]	350.2
Sterol	dendrite [GO:0030425]	350.2
Sterol	synapse [GO:0045202]	350.2
Sterol	mitochondrion [GO:0005739]	324.57
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	324.57
Sterol	mitochondrial respirasome [GO:0005746]	324.57
Sterol	respiratory chain complex IV [GO:0045277]	324.57
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	343.25
Sterol	respiratory chain complex IV [GO:0045277]	343.25
